M 0.8180298745271111 0.5016648695489088 0.1620037437132044 1.988885365011422 0.6068544155511647 0.7381844293203778 0.06161872950670381 31.253518157417144
F 0.09830892263565735 0.37573318484267465 1.065540048417976 1.0025574430624202 1.0060367718105057 0.4663933527590615 0.3251313965845514 28.662355982883277
M 0.18507742084649723 0.24747988172216243 0.6744926840463402 0.4616040409352731 1.5597463936021982 0.17556918345846803 0.04104415891700677 13.902543439705743
F 0.3898054192937887 0.21470758874119736 0.5564167135843671 0.2624205764551831 1.0799130679605766 0.8596156818026564 0.02181524316854825 12.513409533015182
M 0.5256457918668085 0.7005844494765804 0.28918912698827337 1.2814245158630289 0.8797825859359636 0.736392734705802 0.8570520891155147 2.2863860297714695
M 0.5973041961738127 0.2581848659272671 1.0681674274518098 3.0663820954421457 0.8761037545946098 0.6871672072034744 0.5233133004984745 20.62861966702057
M 0.9271016469772109 0.3694211910062741 1.2579669988055187 0.933663421911162 0.33815403619325074 0.7929239776321009 0.8622661620442033 1.1243169263499047
M 0.14024674651744715 0.6868948345147169 0.4496139818232101 0.5271985690064247 0.8777422687785821 0.379766208814619 0.4257407430378802 33.69411063186185
F 0.6980136315865314 0.11373907785895011 1.3237831458104126 1.6261486863474923 1.1729328264867451 0.0985976587431157 0.9265988598778563 1.526997394237764
F 0.7264572296836451 0.2728645834476211 1.065389833608742 0.2787699898074574 0.6797597013514781 0.5180848351001506 0.30555988773164205 21.619947357939743
M 0.6504329552654227 0.10439044080195764 0.4050670787903085 2.3950568816941207 0.08239812102381724 0.108151656338784 0.6988172546332604 25.238883631619796
M 0.22050591789002802 0.4620168639522517 1.1152053968054028 0.20914687413388933 0.48385175527969865 0.4860017234174366 0.8339189146670647 7.898341434313459
M 0.9332549333402521 0.657662764348077 0.7615741359434436 2.223719463467605 1.6696924005558569 0.6094601370966877 0.621680494035651 14.47679311809711
F 0.06966654620604043 0.458675996625357 0.7140508874772511 0.6684477369181198 0.3340722983620178 0.3706507780649559 0.3208825791230236 29.251087094094533
F 0.5802837830897313 0.22292855070147544 0.0010034676842860465 1.9701427737166137 0.09603673515335791 0.8399013142903771 1.0337526675408744 30.637792615296558
F 0.5753332476846541 0.7580158020242351 0.9146316526946815 0.4836171719416853 0.987921607346207 0.8436857710934523 0.0548787432979891 19.96182781172249
F 0.8670802093760015 0.44238164575545863 0.5018921811015963 1.0233494034193746 0.9813258917779679 0.16361045458454698 0.18280023279742863 17.381170201619213
M 0.6280506043426372 0.6467124823818661 0.7848485407995066 1.227176699306741 0.1668176816078876 0.6587652979937806 0.5873498282871302 19.16298185679748
F 0.6098704455998238 0.4002790541076919 0.02841165694671656 3.144869368404561 0.23100512088920966 0.2875102796355062 0.15785108160434322 1.0112942796707083
M 0.6398968873113011 0.36157036226966965 0.38677262747193514 2.7629343341697883 0.13458252989656783 0.6785700466470104 0.7137650043926407 7.210813882086921
F 0.8624016149595078 0.6793492679985919 0.17231465237445767 0.885758595236665 0.4842716396604542 0.10958949200521556 0.30989512244685236 16.020633207620026
F 0.451610102444104 0.7574780889411595 0.35118586598333024 2.8933946374554558 1.2364853786944559 0.8008638014694917 0.6496636181174831 30.80113206890294
M 0.6429293809998752 0.5152792047440152 1.2282903031138173 1.758335436425228 0.30296045019290496 0.4024202258948117 0.05914908680350687 18.94677626098514
F 0.8743495153062999 0.07235651055114899 0.8153847997939789 2.436777707574973 0.9373292703975942 0.4388691911281285 0.9312407313052296 32.78781508843426
M 0.8492248262311549 0.25566778642739696 0.6618061054938289 2.2042948360555323 0.22508887590243926 0.14866531296790347 0.8270625840883614 28.526165322404154
F 0.4327979964184394 0.18425308801538853 0.7783223291332295 3.0855485789788157 0.5029790812689724 0.7880373804531201 0.5643143781071739 21.945816790231028
M 0.641313551210272 0.43359055084414017 0.05575704759471112 2.8617457827488524 0.6196566314443218 0.6531335925730544 0.6738574338579812 13.983954351943604
M 0.6946919400989161 0.6969831785571815 0.025375655502068762 1.6621077883985962 0.4119797011207086 0.6483281177887719 0.9929768528655616 30.67621918072065
M 0.9259034828540138 0.732047087380079 0.27323269563571273 2.171486679633743 1.0432117985768443 0.08762038868148679 1.0207730923340472 3.052402655360215
F 0.35407374959366567 0.4688527612149735 1.119780587790956 0.9168198322886398 0.32955591032868314 0.3280941517267287 0.4714779063473359 8.248047316299866
F 0.5862829766115223 0.7091301183944643 1.1005499415342477 0.36035628185012164 0.9654414853883927 0.8442783942959594 0.13469882362691246 23.807472650592064
M 0.04994789562476204 0.38339084595725387 0.5191348847122859 0.3462735119170306 0.7951187818745025 0.004863339770987387 0.6878376877826415 18.225210869897218
M 0.8578852195787666 0.4605455596540568 0.03300167973488766 3.160903821525558 0.9222628104337607 0.12009010781024405 0.5258821034228481 17.93377275895574
F 0.11455130784051445 0.18782833455010223 1.2606432526763536 1.1050788583212503 1.0390350829702992 0.498253523811528 0.06189990855819169 4.721619296637392
M 0.6709021376498944 0.13433793432613464 0.5287169923027694 2.6376360101186616 1.0703673825895585 0.08901141554499377 0.7228368685116937 27.96730150039285
M 0.13544596716965812 0.2500829056033904 0.5875188373275817 3.1703928200026437 1.0556410630131883 0.5669554233045521 1.0339797965733037 30.064630546586894
M 0.7429573533236649 0.7663244909349352 0.6743466418279684 0.7620969430996923 0.04513955826882111 0.35131152524173387 0.7723145760780319 33.943143643242145
M 0.0966040741664586 0.5000132274837276 0.07587809459979163 1.654663911375674 0.7013815916794583 0.35163241193195194 0.234791742082903 28.527198656317932
F 0.45035100503310677 0.4518625512203776 0.38066621895628666 1.9084347135530555 0.7408699339100627 0.2756288329216823 0.27893769389396894 10.912401882068666
M 0.400191560552942 0.4082083064183478 0.2701178387376763 1.283379554352192 0.0033249287966399276 0.6716446389734888 0.07235309230006932 6.3223588365987915
M 0.768045325886869 0.24478613834148402 0.8726811602869464 0.6363999447201037 0.764873446578744 0.09102964869068488 0.4530545988415662 20.771176834578352
F 0.8276573183543755 0.5344732996017522 0.43756319391926546 0.7610864693846052 1.2411529466113795 0.4751073337137171 0.0883955341446917 22.60060997836014
F 0.8982126069631914 0.11076424442750163 1.2487119971619116 0.9366461358430738 0.504640670840109 0.31649398868632983 1.0799984099115723 31.73774591379359
F 0.6292931862801415 0.1089237436639452 0.3961384464544559 3.185333984204999 1.38429283501041 0.6066932295723839 0.4085552398325997 19.767110850833323
F 0.1514625919592712 0.2930281042391808 0.8951509254653544 0.37714273779444524 1.753900909676346 0.4069357192181679 0.19495104808438507 14.618616452276274
M 0.41324416919242785 0.17877901403773197 0.9081726563251725 0.730009704920088 0.7349715134062752 0.664719315038639 0.7621517389053086 9.087254031961493
F 0.2095764737751786 0.3618774385548401 0.9143811564420556 1.598027502632484 1.5050559739944513 0.3302737485482212 0.6317153533125067 22.5828308141979
F 0.09698972587000523 0.34776578902999983 0.9790610185983202 0.17755034478608395 1.223197244202195 0.4160183295856248 0.5442013636152789 26.176634774434472
M 0.8214065258280241 0.30655983937298703 1.287386564631682 1.978949384328363 1.2344595104592435 0.6202874124447048 0.6032995401537115 28.183132511136375
F 0.7262204446144865 0.10373166801697023 0.33118201339323405 0.21910691154505504 0.43384451250866535 0.6094974944474647 0.5194279593445501 9.731518237261511
F 0.9270565517551413 0.21679905760490853 0.3467734941984546 2.2751850200475183 0.5759492021686947 0.018273971031024346 0.47819493715786315 0.5706287644122039
F 0.7913331097329807 0.740012493796473 0.05888155829435634 1.9600944219703655 0.9177828196531226 0.5479027671387943 0.9029044460278374 21.90604859381162
M 0.07873679917569548 0.4279050481212422 0.38441264965953686 0.31453466922697354 0.38877868366106483 0.7561123205801078 0.4162767364636002 22.79987732887291
M 0.9101530079032724 0.21171526104413219 0.26236092767478447 1.3339025265724735 0.9433467185476867 0.6119741829618516 0.8415929133246683 21.72686441943529
M 0.4210627452208108 0.5073629484871335 0.7836149366650081 2.185512622860366 0.7601223989292029 0.10961095380248277 0.6145998687880666 1.108984908716237
M 0.826410003527984 0.7050956177393913 0.07694579259662265 1.1112237227786517 0.11929659064215399 0.5439698026787836 0.5276575471343148 31.928888401274907
M 0.12394464443742345 0.6746903084860079 1.1755275440670492 1.12404340455539 0.18416569577083255 0.4872856688960563 0.9574609447067662 2.324250583694406
M 0.8997163511122304 0.3013316639016441 0.6140897684588424 2.8735483292580404 0.5695270325461039 0.13325034941458652 0.037558937602761536 20.157080403570564
F 0.6496536254869032 0.453670185038149 0.6561412300624689 0.3574942801982479 1.4827355003142197 0.3492425830274152 0.9783548144452648 10.880140955874039
M 0.4797102039741901 0.7223265368258819 0.2822491377425503 0.6492181265845732 1.5086318880225404 0.08537600471491842 0.03250716394522475 32.22222100631062
F 0.6985612244357357 0.38805687674296013 0.6470135049115563 0.4159478515185291 1.0396700496547546 0.3678300673734218 0.26334958967154426 3.5444590109636414
F 0.3631906662467922 0.7020616950950861 0.9309760532008488 0.028784818366391032 1.5233012768094443 0.8394967579165576 1.15668510392266 12.282366404974338
M 0.5062214598057949 0.16074603435300885 0.8884824469001996 0.5612712349611155 1.4947108543683332 0.34442165279875214 0.9444337265965765 1.2730715002700972
F 0.26232636620425637 0.5674377425823689 0.47850268077444974 0.61009282760485 1.6620512597756545 0.6897238651035155 0.10871909279537184 6.182209845073989
F 0.3834133067046187 0.6331327261138706 0.4465038275097364 2.8960805635761666 0.21189894459736566 0.2956703748341023 0.5713584799275352 29.0368612715632
F 0.7245307942676268 0.16328068127716228 0.8559617822364718 0.8641998759742495 1.5821462367885977 0.8437096029231536 0.7536760607163298 28.486350017430603
F 0.07051841008147668 0.4325169842733872 1.0357015070707096 1.1976645524805642 1.506674025109767 0.3823719223473251 0.14293849716653784 10.646124785513742
M 0.10717101331621223 0.10147728120354209 0.6177657482493945 1.3233038400017765 0.878764064633871 0.8178001135394989 0.8505172142711127 6.3843228043611
F 0.2224831612030123 0.14172962914391157 0.7225590603553668 2.8622801601682637 1.5962789899263699 0.6417064304935243 0.09228452275930776 15.387257086076659
M 0.7453997887392964 0.6760573254772538 0.7365428346405557 1.7843012292054916 1.5416255558835488 0.3684736197727141 0.04112594429062054 19.02956343099356
F 0.09348465681387039 0.4284619355218409 1.2288245552257564 1.7942835814012772 1.6380500248034162 0.3868509224408118 0.12232045210730866 25.69841374143662
M 0.7746738914995116 0.055516056710356754 0.07177898996038105 2.311476284786227 1.485992307325258 0.28720347891256787 0.8497062717258802 12.475942754510406
M 0.22848588355770608 0.04062660064658445 1.1347264006488904 0.7412142863596374 0.7015836609193241 0.3764625857402689 0.18463632341667552 22.888949712432197
F 0.06533674784906085 0.22342744154993255 0.9750173753747072 1.5635422807683002 0.3120892613452424 0.7930242015330328 0.3522370920682005 14.256337564839697
M 0.2807080951588203 0.5688468280538348 1.20912322149632 3.027128189840073 1.0502059617075516 0.47056682799533217 0.2821468598295744 14.022778616951676
F 0.7036997431306796 0.4149517560890265 0.3266742328664431 2.9631441411594492 1.6693493149139993 0.6226249726618633 0.7575916904712954 25.68827510473699
F 0.5298695787877198 0.5861454844716899 1.0283987701772728 0.13283538472099454 0.8100912468936537 0.4709273694595738 0.8299777767030279 29.686666875213444
F 0.6899418915149755 0.4837526501469582 1.0674686891411174 1.981901940385355 0.584269102247391 0.8298638973589001 0.14384300904833427 21.480950869877734
F 0.9108693801614792 0.1292099551555796 0.45976178277930846 0.9331015612399048 0.21438059532297543 0.11928060741874193 0.7344629365961733 22.46258371880934
M 0.6240763834909165 0.5630027495968842 0.7101681182305494 0.18138697244982657 0.7283351473416496 0.635419302002408 1.112390881419424 18.231406293260488
M 0.20770269015528084 0.4506664611024714 0.3199803841408128 0.13715565112863254 0.3507090848167783 0.22200311649915655 0.6875205285342519 8.216907689932722
F 0.6982689178339976 0.25797141416685526 0.6739491198027504 1.428623183042483 0.4292149524401048 0.17870604234895537 0.6642704795207909 22.395207174906275
M 0.8133714329514097 0.04280235687013033 1.098079307131893 2.2433245718009376 0.3314061701888197 0.2803980097170967 0.9128729455937087 15.445976737026514
M 0.0695628538750436 0.30150523334219836 0.09984675027113696 2.677695140479602 1.2911037383098996 0.08100463749270884 0.12642179484699806 10.135737876528536
F 0.5445517529776516 0.21757535506564446 1.050769153471629 3.324201843621518 0.7077846289874958 0.7348283039994676 0.13653063256100254 31.91295793601252
M 0.3773480677226927 0.30952131736871213 1.0211900892211931 3.1393992019100545 0.08026503374693199 0.1988357299527811 1.0213935509605143 23.903638713851564
F 0.5242682372648222 0.3515881642558346 0.7754456088965552 0.023510955529127135 1.2129757553869271 0.2663089785066645 0.6150472851177193 0.7337845140932395
M 0.6479702586054239 0.604946390927484 0.9148886002788662 2.1737715317413713 1.1933982091902844 0.15609580697736647 0.41325393330065546 32.99350403751941
M 0.3730973541395799 0.7535160615704528 1.0850848653198946 3.202441179815784 0.7349589791967859 0.3191676867456216 0.011099103281721093 24.053388788732143
M 0.8176926974769376 0.27953614388317255 1.2865500128717668 2.5271189274044965 1.2930078400580085 0.5504569299523157 0.14411176253871907 29.21322169698324
F 0.287066139983248 0.17630982698688627 1.106978623069203 2.0922892363097167 1.0772798056950375 0.1468485456427062 0.29074400924134425 10.09540924550463
F 0.863985483771583 0.724644896226 0.6425617466922408 2.3707454800855374 1.7169697528107146 0.8391931747616367 1.1031077612271554 8.465365266496523
M 0.19739472960485088 0.5488257749189213 1.093384737411174 2.805486828943579 0.6981515383984371 0.23971838120289105 0.38828051676831504 14.493875939144194
F 0.5501114450115691 0.49280328449007504 0.9177562828496573 2.1850409086131926 0.3432761192453179 0.8009614807674077 0.1866291187332669 16.895665924410253
M 0.8340510084794107 0.2908868142809609 0.9907352381232766 1.6485153820695362 0.8136748453456958 0.6786182886493135 0.4405962370470043 17.6179469891464
M 0.35238619316610836 0.6866491314115989 0.6385213781874912 2.27755495546724 1.1033367454436889 0.7387804305815109 0.9140100291249266 33.703870529312994
M 0.48276493255879627 0.31860491113966954 0.9801498108910766 0.9460454029815963 1.566138882089537 0.051458120532126506 0.9938237066755171 13.680141121819462
M 0.5908471324722643 0.5169698951776653 0.05440944496472406 0.15692286694241026 1.0628758540483052 0.5590593127332164 0.08747666100042933 16.279864617930116
M 0.5105332910474961 0.26115959100334324 0.9365819278954435 1.551747059759179 1.0710328452736566 0.36580456311033516 0.4423135205831485 32.22895576754742
F 0.10546996683101176 0.639622799448228 0.6272787609167473 0.4177793197651217 0.2533208388876555 0.5783761185464658 0.7186580542332348 21.430186745661153
M 0.8486687295567635 0.23510176511595604 1.0198110147223334 3.2853138778131994 0.020179537653206677 0.3611893707340575 0.12717310492058828 8.674633619384375
M 0.521519056203492 0.5912533527171199 0.4307580886259469 2.929581987250376 1.6673967702782022 0.6930602296037136 0.5633230396209845 15.554267506615293
F 0.15848841169098177 0.4354002495073242 0.1430971238739727 1.8113600442552553 1.2974934008249412 0.775577853361423 0.7689707610627095 31.482642394613666
M 0.26155400478898944 0.4530582467349237 1.332658604993356 2.124401694649817 1.4466352691431916 0.7204051559134776 1.1606812373564237 1.5186930920762975
M 0.8046586818255588 0.2253408463563899 0.6801291273083093 1.0246965088728401 0.5652518692470885 0.7283942644673274 0.5680619606778456 13.628219972054978
F 0.19649860094399269 0.6089507936723751 1.0351311155665952 0.9643975582997916 1.2991715754218687 0.001075230730254851 0.136908712752923 28.644564431432816
F 0.6127600771026357 0.5416654378340309 0.4160574488452398 1.1425066918576738 0.14563626398580107 0.29157143924193035 1.1648679674964089 16.02189174483244
M 0.3834884999756992 0.42204046698169595 0.10106543513239295 0.19046483648085913 0.16235171283205874 0.8319065855850845 0.6134243692785919 20.928083482352324
M 0.7187963531086518 0.327325338114057 1.1392380648843847 1.7520573773713726 1.5541685019723497 0.552010663325296 0.199685030650077 16.553348742697278
M 0.13731270572031876 0.4566355882735156 0.20731706024862614 0.9406365495232732 1.593416007627217 0.2714357404608169 0.3872713086258833 0.8403892751136532
M 0.6364211400818005 0.035690663711809775 0.6490783693584945 2.080126025020751 1.116516824970013 0.18046246231856017 1.0799461699671342 30.868415664207106
M 0.04530295078156152 0.6886771412512833 0.9423911753407997 0.6988421995293973 0.5684922712099298 0.0045942547189435235 0.5232956673764253 28.66675256066399
M 0.36265033026017146 0.6699999964437726 0.7621394365017933 0.18742385077424162 0.10709444230123533 0.2686492333356135 0.8429950649074163 24.49855835102575
M 0.3765261157195159 0.34167147415277027 0.5915990694246002 1.979092745750797 0.5973114110164937 0.652024482463191 0.10011714410162871 10.116998738023465
F 0.5100978106473254 0.06531601878769758 0.4132824150060697 1.5828988953838916 1.1324986310742864 0.21882500916161163 0.2345744484987227 3.407816237003301
M 0.4029689612578697 0.7469192906070906 0.03453628946359735 2.3084680054228857 0.7499163658478578 0.739822783077381 0.1422248989587857 29.167839107714403
F 0.26561338268790874 0.19444923188762028 1.266127354362234 1.0436593403869394 0.5782005956555603 0.8471093181712047 0.9279663941765509 20.782017475326327
F 0.5388668674287875 0.1467409508098922 0.7958892368993349 1.3566964328500035 1.3781855385521766 0.4387495710568421 0.8882993614864396 9.297829360710326
M 0.18699174559794865 0.6215568604115559 0.5184977788833862 3.0080633419384 0.9387534988803274 0.5488807112588929 0.17275901667799762 9.376485244930008
M 0.7030445233783634 0.20520578309409543 0.3198560199423311 1.2593351466195948 0.21039932161199662 0.03951484515575827 0.5377082093651767 26.210846777480466
F 0.9141988013418162 0.4748850059713271 0.06623860609986364 0.8559227110242384 0.6173589575376364 0.3710134924303729 0.6743408846626733 10.703952336709076
F 0.5487754715093447 0.4461042517670226 0.2760257049683806 1.0633610783512615 0.5607540718665496 0.43084011416284973 0.3211018672147667 32.37889606798925
M 0.4076153507052652 0.28691092572429366 1.0782787309904367 0.44031019079813416 0.695532747033755 0.6057970912916789 0.8850137731929069 25.82365881563119
F 0.8125469655141585 0.298761943861298 0.4141621071740341 1.647607108044407 1.00387143096149 0.12811688292899528 0.6653138474260988 15.057240026642708
M 0.708808140502158 0.26287790624198915 0.48381233938680585 0.2132826850480641 1.035534616955334 0.6612720052437241 0.45370852081186724 6.848869554708061
M 0.25137286817046445 0.6100793448951031 0.33785132241175597 1.55416252244296 0.4895503358595363 0.15789567351125025 0.7838732232752657 11.533801389196931
M 0.4830860869306208 0.11735437833277422 0.2728914098787188 0.9077283657916692 1.6011709770598561 0.2467776053194849 0.9640201221488744 22.67479589894359
M 0.41109814669212186 0.0743706264342889 1.088153240024551 3.0399729102259325 1.7406875963712638 0.312051466408366 0.12238948220271487 27.393533795585274
F 0.1392551798456696 0.09998431979853052 0.7535900669744261 2.683571978533921 1.1800289468870573 0.1590781903164481 1.0551909385184335 4.967353757304723
F 0.33849713093017314 0.7199444193369771 1.2640411329020513 2.4609300984031046 0.46197083641812053 0.6470994782755932 0.43139885988184973 33.87424527304972
M 0.8704784676322883 0.3028994015492699 0.12976099572662556 1.4252520200859196 0.7372410396813008 0.160869171976132 0.003636865037062668 27.913174693869124
F 0.5977155480203157 0.7348829469550573 0.6245683288493933 2.3826586151078253 0.04016257156932122 0.7196489469617631 0.1881886234927796 9.21089854217955
M 0.3724693764055859 0.49039896923506315 0.879293428387833 0.6044439314215713 0.784064358767463 0.11549520195220721 0.5855507522831747 19.45325766484725
F 0.2919844108311401 0.26952812439873264 0.5172517084436162 1.212631741456468 0.858346535578305 0.8167248721380638 0.34398255609540035 4.216217917839056
M 0.3658574304266073 0.5534591527452939 0.040810178234371636 0.9928251281031408 0.4385491594988266 0.20211552155459006 0.09483530047198246 22.13725625295506
M 0.33113161882604614 0.45700952520437005 1.176065030011268 3.2574816014036703 1.3081462695993895 0.8777012452351428 0.08028396311010892 7.424003845454699
M 0.5988167771870753 0.23359053414641523 0.9958742078291146 2.561582588915133 0.46227531403021277 0.4252651547699705 0.026205555270437397 4.608983483515753
M 0.4171630338966454 0.43199830415957347 0.42268978529340123 2.092373339473136 0.5858117693086723 0.7103661784845641 1.0907383094344343 1.3933738530232578
F 0.4182958337673508 0.6215273401786343 0.24792054740604802 1.622476823523439 1.131013481972439 0.7679370890630008 0.6717815176099361 5.38056901215119
M 0.3718666596900067 0.32602764762524 0.6658274106388479 0.16877468886783048 0.448592253579834 0.817471426713052 0.5315219358918113 29.67939196251728
F 0.7443958039773441 0.2694069154518455 0.04902177917378549 2.301481712106255 1.7189381533919512 0.12246474685551427 1.0612296602360891 11.450821860399328
F 0.47659458634856217 0.09712346583095899 0.1282040792458909 0.15809650573869014 0.9367910985473574 0.008726067387278135 0.9300736333293469 6.819825853908212
F 0.6039938555019392 0.3312217021732385 1.2902536543204164 2.821279999844865 0.49592630468107274 0.5960843619143827 0.6535370720421965 30.186322880266445
M 0.864082149876506 0.06569769780171271 0.501206814601254 2.3442295472032724 1.1927723795808123 0.7838483090999896 0.09574617231650345 20.338120596235086
M 0.6448546006924121 0.3853678553875242 1.1263163312128108 0.7568926016548477 0.32526011761036344 0.5816065975563511 0.9993651707883949 4.7166362360914444
F 0.5136584918429996 0.24724484661796917 0.28935661707353083 0.2090685717462547 1.7317392554003102 0.0699796364640109 0.41764879706510766 9.39971641848557
F 0.5435426397912795 0.319485430521941 1.105772877813684 2.770495575854798 0.7872819234828417 0.5253831570068612 1.018799557647811 8.119236234574727
F 0.5450283835774044 0.7260711789256201 0.031096409044933212 1.5554470455651486 0.4538695866673705 0.5471425681045301 0.8517582403977181 29.2476143274254
M 0.2731333298710853 0.5986457184649895 0.705053860952195 2.8193821429053405 0.8259392639247792 0.017813358333395816 1.1143581144014731 14.411814972196897
F 0.8945029413766986 0.6272873455082485 0.7522828413134445 2.938002648487398 0.2450109727871566 0.11051943394469728 0.6592834156894202 10.026519406972618
M 0.3862722410007803 0.5749827075536279 0.0843562387740325 1.5105225866161953 1.4435447261098688 0.05326101458881874 0.44157700823264034 31.25480172812223
M 0.2549317738205496 0.3979050635952629 0.7215233435925923 2.4852271428550106 1.5944567246981807 0.7593763331837501 0.3257771469993443 30.01464851274699
F 0.5497058072850483 0.45991351318568663 0.39616492258187 2.1461476510114585 1.0752262549786076 0.4207245874001926 0.265697297061052 11.477168190973332
F 0.7647353738621185 0.19094506578701018 0.40839058206008816 2.059396183610693 0.12500829424860396 0.20812277626278444 0.36277132913193016 32.33210490060931
F 0.2993035274421689 0.7101734279769742 0.6180759240006122 0.8593062142796681 0.4670104454287136 0.6151429703162085 0.04394340127820269 1.3035598637586354
M 0.263349116923837 0.47721405424798413 0.06422357900235288 0.6958405414214791 0.18520587833345487 0.4051542667265655 1.0451790733723074 18.32650302206376
F 0.48194259553671714 0.36974396432600476 0.06173462572592999 1.8801895778101256 1.324417803721047 0.524584580569618 0.9966167990785509 22.47301968956681
M 0.4570316555293472 0.4456036433545824 0.2038051314138253 1.2503147634809393 0.008396503523858043 0.08958754437358768 0.71494008387068 30.575356997599325
M 0.6258905658990783 0.2548957653088783 0.16719230268497803 1.0081198626157786 1.361191145573628 0.44158489589744104 0.8982604789260176 26.326073900503744
F 0.9043966099595806 0.16448150786973056 0.16306483548512346 0.7497885759817157 1.6896572480596803 0.6654873962598593 0.039752964213761635 4.653403762749413
F 0.31846366165432105 0.5720698985971149 1.2051437239921292 2.747663580159408 0.797531232868253 0.04500748895446822 0.5967295706458273 31.501813523811197
M 0.045205375940767276 0.3504433761057184 0.8638515240725378 0.3401309214605491 0.7272486890764789 0.1476912615083631 0.718084754772949 9.758334985105098
M 0.5202209720536576 0.5648391011357198 0.48270701303979063 2.8363049959711644 1.0229242284824118 0.28416258416233187 1.0545662137227871 7.625610443889911
M 0.49389009532902756 0.47892623093955494 0.011788417185133302 2.5645953890680495 1.170594058702326 0.39602585080392616 0.2761933061306855 4.357168987196834
F 0.7345962493253944 0.6411053423187248 0.3847457262383387 2.111635516953646 1.1595961299319648 0.3341225983149521 0.3753159470060261 34.11320282350642
F 0.7467258533428287 0.21888981105876218 0.1802342086940458 2.519324691849479 0.23487620977656085 0.29439554493907666 0.6037414006343931 5.779625022571896
F 0.5010522765010222 0.3995471779839338 0.5506209041228974 3.1949150315548773 0.2807854782655182 0.20439409924913696 1.0684088331855468 10.445730590789871
M 0.13555630822048156 0.7519483654047686 1.3073759456718574 2.110633941588346 1.2416718110965022 0.44299193635419293 0.029456978573774408 3.8819210658175445
M 0.17388083484907316 0.03292519270726706 0.7512392539805458 2.443643142326186 0.8452590336455031 0.759146180524361 0.6275082480485363 31.262094724970357
F 0.3115490103060734 0.6784715638002651 0.1091506689412173 2.9623267044021575 0.7408042933003408 0.06958021764500284 1.1858399947713831 4.705083072893372
M 0.3982397921913379 0.3099839652808555 0.23948399614979105 1.5963806810234524 1.1866922559391768 0.7766122822334445 0.3322539387948812 30.292623410100283
M 0.4940334312275125 0.7082645678970624 0.5181797454066186 3.3145059172230145 0.583529600666431 0.47889337619544003 0.8652291939084945 7.071046492125004
M 0.806295538208433 0.16881985690985368 0.7030339944581392 3.086678704699071 0.7570298153391626 0.1613975179089601 1.0711356339011695 13.340309791415029
M 0.8135744321280265 0.42384718364951623 0.6744632453972516 2.7634088444851455 1.4806612405577206 0.21345158568303724 0.9173910089273066 7.737402389236422
M 0.8041284857105394 0.06300376304055391 0.7942075168851477 0.6013701887071786 0.17522415486783335 0.015146916385031775 0.8104925931336805 3.642258761611476
F 0.4737039757403749 0.5689497618582332 0.9965248832120633 1.9249436686074441 0.9785172337113935 0.742031189806906 0.1816726949940311 11.840820312021632
M 0.11849275382424979 0.3280333740140243 0.06317754062631785 0.36888970472096966 1.2620787119338621 0.6984482035493472 0.3651028976086906 9.40273311131024
M 0.609776248302645 0.3861177549607574 0.20891310474972957 1.0118531549172574 0.01573229827263802 0.6026214215004494 0.31838759842827574 27.266974703511206
M 0.7316221686977018 0.34939012290582006 0.6064348544286052 0.18538239656956212 1.4577917733519765 0.3713891937544475 0.17209415261326955 3.4149016577030604
F 0.38498928146882905 0.31445977155008775 0.20555417295671863 2.029008800755919 1.291389364790821 0.4925873761033892 0.35111568007537286 8.737850394503903
M 0.6487693835844306 0.07400085029175373 0.24231895074173335 0.5156875870696644 1.6690922973378206 0.11219322456037058 0.08469709475062961 28.873853385112366
M 0.4339287332038089 0.6636345207029868 0.6489120323389075 1.8242834722775536 0.9066828251740895 0.8095031941108349 0.36547061244838647 25.706836019302187
M 0.3200033589728797 0.6732905146503111 1.267192415494026 2.5162073539844507 1.0271965697320449 0.026573399783474828 0.7170480720757176 20.589579523192604
M 0.8766420606360146 0.6140411078601016 0.6124361529006187 3.0676644771947585 0.3379367802959957 0.42887898843647193 0.5334318941167338 1.846877099820399
M 0.10801761790397052 0.4947307385037278 0.8995774307655992 2.581252381516993 0.8594226507365689 0.07089121307489364 1.004621416115719 23.003342235305503
F 0.495044721158575 0.6840717747273322 0.49222645808284465 0.23251130805246864 0.7445458309864815 0.8525811970699186 0.2838502764132796 22.039567082859094
F 0.7152198375426314 0.5166290833082235 1.2734801235478546 2.5667129373074755 1.384085600870204 0.8756244826214088 0.120452916804606 21.603084185312635
M 0.36165604752252967 0.33886545925738915 0.22326629533184883 3.080487298397212 1.0274290527226881 0.48028117086063715 0.116818665730018 26.160209118492425
F 0.29808812195670814 0.37977559387251375 0.4961053592179335 1.004801828365638 0.15620341834211246 0.3147469440052322 1.1003313566121522 27.623807769245875
M 0.3683000041644718 0.41688630635678925 0.6089064644015458 2.7020826782239293 0.8030904979902045 0.05241544943997997 1.1837512028807406 23.158933295728453
F 0.09602431660189384 0.2688679155686152 1.2229757391500893 2.2088683646582914 1.5998053494167555 0.5570037229676311 0.6998993172476988 20.983064249326002
F 0.7884166366887797 0.08348964155017506 0.44239821160155524 0.5237903876984046 1.3997930716407463 0.7598295270702975 0.9597841766235111 22.705589478140585
M 0.42625134856318075 0.06576477659268312 0.4531850123559359 0.5162096843256346 0.2720530042566164 0.6336271773604928 0.18987553983934616 9.149406492706698
